"Quality","Country","Code","Year","Gini","Quntile 1","Quntile 2","Quntile 3","Quntile 4","Inc","Pers","Gross","Cov1","Cov2","Source1","Source2","Q","Other"
"cs","Germany","DEU",1978,23.6072,0.1027,0.2498,0.4328,0.6611,"E","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1978,29.3476,0.0843,0.2205,0.3953,0.6204,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1978,29.7128,0.0767,0.2143,0.3943,0.6241,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1978,26.5899,0.095,0.2364,0.4141,0.638,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1978,26.91,,,,,"I","P","N","Nat'l",,"UN 1985",,"cs",
"cs","Germany","DEU",1978,36,,,,,"I","H",,"Nat'l",,"van Ginneken and Park 1984",,"cs",
"cs","Germany","DEU",1981,32.4,,,,,"I","H",,"Nat'l",,"Buhmann  et al. 1988",,"cs",
"cs","Germany","DEU",1981,27.4624,0.0869,0.2253,0.4063,0.6402,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1981,27.9874,0.0816,0.2209,0.4037,0.6389,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1981,24.5614,0.099,0.2445,0.427,0.6566,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1981,38.9,,,,,"I","H",,"Nat'l",,"O'Higgins et al. 1989",,"cs",
"cs","Germany","DEU",1983,25.5,,,,,"I","Pe","N","Nat'l",,"Atkinson et al. 1995",,"cs",
"cs","Germany","DEU",1983,34.712,,,,,"I","H","G","Nat'l",,"Bedau 1985","DIW","cs",
"cs","Germany","DEU",1983,48.684,,,,,"I","H","N","Nat'l",,"Bedau 1985","DIW","cs",
"cs","Germany","DEU",1983,26.5206,0.0845,0.2267,0.4133,0.651,"E","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1983,23.0997,0.1039,0.2526,0.4366,0.665,"E","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1983,28.5496,0.0871,0.2228,0.3984,0.6266,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1983,29.3585,0.079,0.2138,0.3936,0.6273,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1983,26.0679,0.0971,0.2381,0.4159,0.6417,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1984,29.5729,0.0815,0.2139,0.391,0.6226,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1984,28.3319,0.0807,0.2184,0.4025,0.6354,"I","P","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1984,24.9911,0.0974,0.2423,0.4246,0.6529,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Germany","DEU",1985,26,,,,,"I","Pe","N","Nat'l",,"Atkinson et al. 1995",,"cs",
"cs","Germany","DEU",1987,25.2,,,,,"I","Pe","N","Nat'l",,"Atkinson et al. 1995",,"cs",
"est","Germany","DEU",1950,39.6,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1955,38.4,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1960,38,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1964,38,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1968,38.7,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1970,39.2,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1973,37,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1975,36.6,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1978,36.4,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1980,36.6,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1983,33.9,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1984,33.4,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"est","Germany","DEU",1985,35.2,,,,,"I","H",,"Nat'l",,"Guger 1989","DIW","est",
"ps","Germany","DEU",1950,41,,,,,"I","H",,"Nat'l",,"Atkinson 1970",,"ps",
"ps","Germany","DEU",1955,51,,,,,"I","H",,"Nat'l",,"UN 1967","UN-ECE","ps",
"ps","Germany","DEU",1960,49,,,,,"I","H",,"Nat'l",,"UN 1967","UN-ECE","ps",
"ps","Germany","DEU",1962,42.3,,,,,"I",,,"Nat'l",,"Cromwell 1977",,"ps",
"ps","Germany","DEU",1964,23.9,,,,,"I",,,"Nat'l",,"Cromwell 1977",,"ps",
"ps","Germany","DEU",1964,45,0.053,0.154,0.291,0.471,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"ps","Germany","DEU",1990,26,,,,,"I","Pe","N","Nat'l",,"Atkinson et al. 1995",,"ps",
"tax","Germany","DEU",1968,38.6,,,,,"I","H",,"Nat'l","Tax","Jain 1975",,"tax","ARH"
"tax","Germany","DEU",1970,39.39,,,,,"I","H",,"Nat'l","Tax","Jain 1975",,"tax","ARH"
"tax","Germany","DEU",1970,20.44,,,,,"I","H",,"Nat'l","Tax","Jain 1975",,"tax",
"wg","Germany","DEU",1955,52.19,,,,,"I","P",,"Nat'l","EAP","Jain 1975","UN-ECE","wg",
"wg","Germany","DEU",1960,50.53,,,,,"I","P",,"Nat'l","EAP","Jain 1975","UN-ECE","wg",
"wg","Germany","DEU",1964,48.26,,,,,"I","P",,"Nat'l","EAP","Jain 1975","UN-ECE","wg",
"wg","Germany","DEU",1964,47,,,,,"I","P",,"Nat'l","EAP","UN 1967","UN-ECE","wg",
"wg","Germany","DEU",1967,19.87,,,,,"I","H",,"Nat'l","Tax","Jain 1975",,"wg",
"accept","Ghana","GHA",1988,35.9,0.0694,0.1858,0.347,0.5677,"E","P","N","Nat'l",,"Chen et al. 1995","LSMS","good",
"accept","Ghana","GHA",1989,36.74,0.0697,0.1831,0.3407,0.5586,"E","P","N","Nat'l",,"Chen et al. 1995","LSMS","good",
"accept","Ghana","GHA",1991,33.97,,,,,"E","P","N","Nat'l",,"Chen et al. 1995","HBS","good",
"accept","Ghana","GHA",1992,33.91,0.0791,0.1987,0.3597,0.5779,"E","P",,"Nat'l",,"WDR 1996",,"good",
"accept","Greece","GRC",1974,35.11,0.064,0.1815,0.3493,0.5827,"E","H","N","Nat'l",,"Greece, SY",,"good",
"accept","Greece","GRC",1981,33.29,0.0678,0.1894,0.3615,0.5983,"E","H","N","Nat'l",,"Greece, SY",,"good",
"accept","Greece","GRC",1988,35.19,0.0619,0.1778,0.3482,0.5882,"E","H","N","Nat'l",,"Greece, SY",,"good",
"cov","Greece","GRC",1974,41.3,,,,,"I","H","N","Nat'l","Monetary","Greece, SY",,"cov",
"cov","Greece","GRC",1981,36.8,0.055,0.241,0.359,0.581,"I","H","N","Nat'l","Monetary","Greece, SY",,"cov",
"cov","Greece","GRC",1988,37.67,0.059,0.183,0.341,0.656,"I","H","N","Nat'l","Monetary","Greece, SY",,"cov",
"nn","Greece","GRC",1958,38.14,,,,,"I","H",,"Urban",,"Jain 1975","NSSG","nn","ARH"
"ps","Greece","GRC",1957,38,0.09,0.193,0.326,0.505,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"tax","Greece","GRC",1959,42.04,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1960,41.08,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1961,43.64,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1962,43.9,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1962,44.02,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1963,43.18,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1964,43.86,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1965,44.1,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1966,45.76,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1967,46.26,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1968,43.78,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1969,43.16,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1970,45.32,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"tax","Greece","GRC",1971,44.92,,,,,"I","P",,"Nat'l","Tax","Lianos and Kyprianos 1974","NSSG","tax",
"accept","Guatemala","GTM",1979,49.72,0.057,0.114,0.27,0.461,"I","H","G","Nat'l",,"CEPAL 1984",,"good",
"accept","Guatemala","GTM",1987,58.26,0.027,0.09,0.197,0.379,"I","P","G","Nat'l",,"Chen et al. 1995",,"good",
"accept","Guatemala","GTM",1989,59.06,0.021,0.079,0.184,0.37,"I","P","G","Nat'l",,"Chen et al. 1995",,"good",
"cs","Guatemala","GTM",1979,40.65,,,,,"E","H",,"Nat'l",,"CEPAL 1984",,"cs",
"est","Guatemala","GTM",1948,42.3,,,,,"I","H",,"Nat'l",,"Cromwell 1977","Russett, 69","est",
"nn","Guatemala","GTM",1966,29.96,,,,,"I","H",,"Rural","IR","Jain 1975",,"wg","ARL"
"accept","Guinea","GIN",1995,40.4,,,,,"E","P","N","Nat'l",,"World Bank, Africa Department",,,
"accept","Guinea Bissau","GNB",1991,56.12,0.0206,0.0853,0.2055,0.4114,"E","P","N","Nat'l",,"Chen et al. 1995","SDA Survey","good",
"accept","Guyana","GUY",1956,56.16,0.043,0.146,0.303,0.535,"I","H","G","Nat'l",,"Jain 1975","GML","good","ARL"
"accept","Guyana","GUY",1993,40.22,0.0627,0.1695,0.3193,0.5309,"E","P","N","Nat'l",,"Chen et al. 1995","SDA Survey","good",
"accept","Honduras","HND",1968,61.88,0.016,0.064,0.159,0.347,"I","H","G","Nat'l",,"Jain 1975","HDEC","good","ARH"
"accept","Honduras","HND",1986,54.94,,,,,"I","P",,"Nat'l",,"WB Honduras","HECSFT","good",
"accept","Honduras","HND",1989,54,,,,,"I","P","G","Nat'l",,"WB Honduras 1994","MEPHP","good",
"accept","Honduras","HND",1990,54,,,,,"I","P","G","Nat'l",,"WB Honduras 1994","MEPHP","good",
"accept","Honduras","HND",1991,50,,,,,"I","P","G","Nat'l",,"WB Honduras 1994","MEPHP","good",
"accept","Honduras","HND",1992,52.63,0.0384,0.1181,0.2413,0.4367,"I","P","G","Nat'l",,"WB Honduras 1994","MEPHP","good",
"accept","Honduras","HND",1993,54,,,,,"I","P","G","Nat'l",,"WB Honduras 1994","MEPHP","good",
"cs","Honduras","HND",1968,61.2,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"cs",
"cs","Honduras","HND",1989,56,,,,,"I","H",,"Nat'l",,"CEPAL 1984",,"cs",
"cs","Honduras","HND",1990,58,,,,,"I","H",,"Nat'l",,"CEPAL 1984",,"cs",
"nn","Honduras","HND",1968,40.74,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Honduras","HND",1968,48.61,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Honduras","HND",1968,44.23,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Honduras","HND",1968,50.07,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"accept","Hong Kong","HKG",1971,40.9,0.057,0.158,0.295,0.489,"I","H","G","Nat'l",,"Lin 1985","HES","good",
"accept","Hong Kong","HKG",1973,39.8,0.041,0.15,0.309,0.53,"I","H","G","Nat'l",,"Hsia and Chau 1978","HES","good",
"accept","Hong Kong","HKG",1976,40.9,0.053,0.153,0.295,0.499,"I","H","G","Nat'l",,"Lin 1985","HES","good",
"accept","Hong Kong","HKG",1980,37.3,0.062,0.171,0.322,0.535,"I","H","G","Nat'l",,"Lin 1985","HES","good",
"accept","Hong Kong","HKG",1981,45.18,0.0462,0.1437,0.2873,0.4965,"I","H","G","Nat'l",,"HK-ADS","HKADS","good",
"accept","Hong Kong","HKG",1986,42,0.0631,0.1579,0.2977,0.5071,"I","H","G","Nat'l",,"HK-ADS","HKADS","good",
"accept","Hong Kong","HKG",1991,45,0.0489,0.1507,0.2944,0.5063,"I","H","G","Nat'l",,"HKCSD",,"good",
"cs","Hong Kong","HKG",1971,43,,,,,"I","H","G","Nat'l",,"Fields 1989","HKCSD","cs","ARH"
"cs","Hong Kong","HKG",1971,43.01,,,,,"I","H","G","Nat'l",,"Jain 1975","HKCSD","cs",
"cs","Hong Kong","HKG",1971,43.4,,,,,"I","H","G","Nat'l",,"van Ginneken and Park 1984","HKCSD","cs",
"cs","Hong Kong","HKG",1973,39.8,0.041,0.15,0.309,0.53,"I","H","G","Nat'l",,"Hsia and Chau 1978","HES","cs",
"cs","Hong Kong","HKG",1976,43,,,,,"I","H","G","Nat'l",,"Fields 1989","HKCSD","cs",
"cs","Hong Kong","HKG",1981,,,,,,"I","H","G","Nat'l",,"HKCSD",,"cs",
"nn","Hong Kong","HKG",1957,47,0.057,0.154,0.271,0.438,"I","H","G","Nat'l","Tax","Lin 1985","HES","nn",
"nn","Hong Kong","HKG",1963,46.2,0.044,0.133,0.255,0.433,"I","H","G","Nat'l","60%","Lin 1985","HES","nn",
"nn","Hong Kong","HKG",1966,48.7,0.047,0.131,0.254,0.42,"I","H","G","Nat'l","60%","Chau 1984","HKCSD","nn",
"nn","Hong Kong","HKG",1966,49,,,,,"I","H","G","Nat'l",,"Fields 1989","Chau 1984","nn","ARH"
"nn","Hong Kong","HKG",1966,46.7,,,,,"I","H","G","Nat'l",,"Lin 1985","HKCSD","nn",
"accept","Hungary","HUN",1962,25.93,0.0919,0.2358,0.4156,0.6514,"I","P","N","Nat'l",,"Atkinson and Micklewright 1992",,"good",
"accept","Hungary","HUN",1967,22.91,0.101,0.253,0.44,0.67,"I","P","N","Nat'l",,"Atkinson and Micklewright 1992",,"good",
"accept","Hungary","HUN",1972,22.8,0.099,0.248,0.434,0.663,"I","P","N","Nat'l",,"Atkinson and Micklewright 1992","Statistical Yearbook","good",
"accept","Hungary","HUN",1977,21.54,0.1081,0.2623,0.4495,0.6767,"I","P","N","Nat'l",,"Atkinson and Micklewright 1992","Statistical Yearbook","good",
"accept","Hungary","HUN",1982,20.97,0.1128,0.2665,0.4521,0.6776,"I","P","N","Nat'l",,"Atkinson and Micklewright 1992","Statistical Yearbook","good",
"accept","Hungary","HUN",1987,24.15,0.105,0.251,0.43,0.653,"I","P","N","Nat'l",,"Atkinson and Micklewright 1992","Statistical Yearbook","good",
"accept","Hungary","HUN",1989,23.34,0.1087,0.2562,0.436,0.6557,"I","P","N","Nat'l",,"Chen et al. 1995","Statistical Yearbook","good",
"accept","Hungary","HUN",1991,32.2355,0.0667,0.1952,0.374,0.6132,"I","H","N","Nat'l",,"LIS Data base",,"good",
"accept","Hungary","HUN",1993,27.94,0.0973,0.2364,0.4052,0.6187,"I","P",,"Nat'l",,"WDR 1996",,"good",
"cs","Hungary","HUN",1962,27,,,,,"I",,"N","Nat'l",,"Cromwell 1977","UN-ECE","cs",
"cs","Hungary","HUN",1967,25.08,,,,,"I","P","N","Nat'l",,"Jain 1975",,"cs",
"cs","Hungary","HUN",1991,30.925,0.0676,0.2021,0.3842,0.6226,"E","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Hungary","HUN",1991,27.5902,0.0795,0.2223,0.4103,0.646,"E","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Hungary","HUN",1991,28.9593,0.0834,0.221,0.3994,0.6263,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Hungary","HUN",1993,26.97,0.09527591,0.2342189,0.410438,0.6343889,"E","P",,"Nat'l",,"Milanovic and Ying 1996",,"good",
"ps","Hungary","HUN",1969,24.35,,,,,"I","P","N","Nat'l",,"Jain 1975",,"ps",
"ps","Hungary","HUN",1969,23.6,,,,,"I","P","N","Nat'l",,"Lydall 1979",,"ps",
"ps","Hungary","HUN",1989,21.4,,,,,"I","P","N","Nat'l",,"Cornia 1994",,"ps",
"ps","Hungary","HUN",1991,20.5,,,,,"I","P","N","Nat'l",,"Cornia 1994",,"ps",
"wg","Hungary","HUN",1955,23.27,,,,,"I","P","N","Nat'l","EAP","Jain 1975","UN-ECE","wg",
"wg","Hungary","HUN",1958,20.47,,,,,"I","P","N","Nat'l","EAP","Jain 1975","UN-ECE","wg",
"wg","Hungary","HUN",1964,20.89,,,,,"I","P","N","Nat'l","EAP","Jain 1975","UN-ECE","wg",
"accept","India","IND",1951,35.56,0.07,0.188,0.35,0.57,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1952,35.12,0.071,0.189,0.352,0.576,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1953,34.41,0.072,0.193,0.359,0.58,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1954,37.05,0.07,0.182,0.337,0.555,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1955,35.36,0.075,0.191,0.349,0.567,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1956,34.17,0.081,0.201,0.361,0.575,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1957,35.36,0.077,0.196,0.353,0.566,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1958,34.46,0.075,0.195,0.357,0.576,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1959,36.64,0.077,0.196,0.357,0.573,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1960,32.59,0.084,0.207,0.37,0.586,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1961,33.08,0.081,0.203,0.367,0.585,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1962,32.6,0.084,0.208,0.371,0.587,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1963,30.73,0.089,0.218,0.384,0.602,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1964,31.05,0.088,0.215,0.382,0.6,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1965,31.14,0.088,0.215,0.381,0.6,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1966,31.06,0.084,0.213,0.381,0.602,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1967,30.55,0.086,0.216,0.385,0.605,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1968,31.86,0.085,0.211,0.376,0.594,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1969,31.47,0.086,0.213,0.379,0.597,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1970,30.38,0.088,0.218,0.386,0.605,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1972,31.85,0.085,0.211,0.376,0.594,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1973,29.17,0.09,0.221,0.393,0.619,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1977,32.14,0.085,0.21,0.374,0.591,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1983,31.49,0.086,0.213,0.378,0.595,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1986,32.22,0.085,0.21,0.374,0.589,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1987,31.82,0.089,0.214,0.377,0.59,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1988,31.15,0.09,0.217,0.381,0.595,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1989,30.46,0.091,0.22,0.386,0.603,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1990,29.69,0.091,0.222,0.391,0.609,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1991,32.53,0.09,0.215,0.374,0.581,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"accept","India","IND",1992,32.02,0.088,0.213,0.375,0.589,"E","P","N","Nat'l",,"Datt 1995","NSS","good",
"cs","India","IND",1950,41,,,,,"I",,,"Nat'l",,"Atkinson 1970",,"cs",
"cs","India","IND",1951,36.6,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1951,37,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1952,35.12,7.14,18.92,35.2,57.6,"E","P",,"Nat'l",,"Datt 1995","NSS","cs",
"cs","India","IND",1952,36,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1952,36.1,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1952,36.1,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1953,34.83,7.64,19.27,35.27,57.38,"E","P",,"Nat'l",,"Datt 1995","NSS","cs",
"cs","India","IND",1953,36.9,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1953,37,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1954,34.34,,,,,"E","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","India","IND",1955,39,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1956,37,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1957,40.7,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1957,41,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1958,39.8,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1959,38.3,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1960,47.27,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","India","IND",1960,38.5,,,,,"E","H",,"Nat'l",,"Swamy 1967","NSS","cs",
"cs","India","IND",1961,48.78,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"cs",
"cs","India","IND",1961,37.17,,,,,"I","P",,"Nat'l",,"Jain 1975",,"cs",
"cs","India","IND",1961,37.58,,,,,"I","P",,"Nat'l",,"Jain 1975",,"cs",
"cs","India","IND",1961,40.25,,,,,"I","P",,"Nat'l",,"Jain 1975",,"cs",
"cs","India","IND",1961,44.1,,,,,"I","P",,"Nat'l",,"Lecaillon et al. 1984",,"cs",
"cs","India","IND",1962,48.2,,,,,"I",,,"Nat'l",,"Cromwell 1977",,"cs",
"cs","India","IND",1964,46.68,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"cs",
"cs","India","IND",1965,39.57,,,,,"I","P",,"Nat'l",,"Jain 1975",,"cs",
"cs","India","IND",1965,42.09,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","India","IND",1965,40.6,,,,,"I","P",,"Nat'l",,"Lecaillon et al. 1984",,"cs",
"cs","India","IND",1965,42.8,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"cs",
"cs","India","IND",1968,46.33,,,,,"I","H","N","Nat'l",,"India, NCAER",,"cs",
"cs","India","IND",1968,47.75,,,,,"I","H",,"Nat'l",,"Jain 1975","AI-HSISCE 1971","cs",
"cs","India","IND",1976,41.6,,,,,"I","H",,"Nat'l",,"Fields 1989","Bevan et al 1987","cs","ARH"
"cs","India","IND",1990,32.27,,,,,"E","H",,"Nat'l",,"Chen et al. 1995",,"cs",
"nn","India","IND",1951,33.72,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1951,40,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1951,33,,,,,"E","H",,"Rural",,"Swamy 1967","NSS","cs",
"nn","India","IND",1951,38.5,,,,,"E","H",,"Urban",,"Swamy 1967","NSS","cs",
"nn","India","IND",1952,33.53,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1952,34.37,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1952,37.3,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1952,40.98,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1952,40.98,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1952,33.6,,,,,"E","H",,"Rural",,"Swamy 1967","NSS","cs",
"nn","India","IND",1952,35.8,,,,,"E","H",,"Urban",,"Swamy 1967","NSS","cs",
"nn","India","IND",1953,33.27,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1953,33.75,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1953,37.53,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1953,33.5,,,,,"E","H",,"Rural",,"Swamy 1967","NSS","cs",
"nn","India","IND",1953,36.3,,,,,"E","H",,"Urban",,"Swamy 1967","NSS","cs",
"nn","India","IND",1954,36.52,,,,,"I","P",,"Rural","IR","Jain 1975",,"cs",
"nn","India","IND",1954,48.77,,,,,"I","P",,"Urban","IR","Jain 1975",,"wg",
"nn","India","IND",1954,31.08,,,,,"I","H",,"Rural",,"Jain 1975",,"cs",
"nn","India","IND",1954,42.16,,,,,"I","H",,"Urban",,"Jain 1975",,"cs",
"nn","India","IND",1955,33.54,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1955,34.13,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1955,37.46,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1955,39.56,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1955,32.9,,,,,"E","H",,"Rural",,"Swamy 1967","NSS","cs",
"nn","India","IND",1955,36.7,,,,,"E","H",,"Urban",,"Swamy 1967","NSS","cs",
"nn","India","IND",1956,34.8,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1956,37.3,,,,,"E","P",,"Urban",,"Datt 1995","NSS","cs",
"nn","India","IND",1956,34.4,,,,,"E","H",,"Rural",,"Swamy 1967","NSS","cs",
"nn","India","IND",1956,36.9,,,,,"E","H",,"Urban",,"Swamy 1967","NSS","cs",
"nn","India","IND",1957,32.21,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
"nn","India","IND",1957,33.58,,,,,"E","P",,"Rural",,"Datt 1995","NSS","cs",
